mode,type,key,latency_ms,status,stale,version,rw_interval_ms
leaderless,write,key5,310.00,201,false,1775419659266629883,0.00
leaderless,write,key5,312.00,201,false,1775419659267379665,0.00
leaderless,write,key5,312.00,201,false,1775419659267852758,0.00
leaderless,write,key5,314.00,201,false,1775419659269796131,0.00
leaderless,write,key5,315.00,201,false,1775419659270043224,0.00
leaderless,write,key5,317.00,201,false,1775419659271281994,0.00
leaderless,write,key5,317.00,201,false,1775419659272230105,0.00
leaderless,write,key5,317.00,201,false,1775419659273499840,0.00
leaderless,write,key5,318.00,201,false,1775419659274054512,0.00
leaderless,write,key5,344.00,201,false,1775419659275568862,0.00
leaderless,read,key18,54.00,404,false,0,-1.00
leaderless,read,key18,53.00,404,false,0,-1.00
leaderless,read,key18,56.00,404,false,0,-1.00
leaderless,read,key18,54.00,404,false,0,-1.00
leaderless,read,key18,56.00,404,false,0,-1.00
leaderless,read,key18,54.00,404,false,0,-1.00
leaderless,read,key18,56.00,404,false,0,-1.00
leaderless,read,key18,58.00,404,false,0,-1.00
leaderless,read,key18,57.00,404,false,0,-1.00
leaderless,read,key18,54.00,404,false,0,-1.00
leaderless,write,key39,297.00,201,false,1775419659629785475,0.00
leaderless,write,key39,298.00,201,false,1775419659631703014,0.00
leaderless,write,key39,299.00,201,false,1775419659634766385,0.00
leaderless,write,key39,299.00,201,false,1775419659636581462,0.00
leaderless,write,key39,300.00,201,false,1775419659638218573,0.00
leaderless,write,key39,299.00,201,false,1775419659639311699,0.00
leaderless,write,key39,301.00,201,false,1775419659640238959,0.00
leaderless,write,key39,300.00,201,false,1775419659642093190,0.00
leaderless,write,key39,300.00,201,false,1775419659643730865,0.00
leaderless,read,key84,50.00,404,false,0,-1.00
leaderless,read,key84,49.00,404,false,0,-1.00
leaderless,read,key84,50.00,404,false,0,-1.00
leaderless,read,key84,50.00,404,false,0,-1.00
leaderless,read,key84,51.00,404,false,0,-1.00
leaderless,read,key84,51.00,404,false,0,-1.00
leaderless,read,key84,49.00,404,false,0,-1.00
leaderless,read,key84,50.00,404,false,0,-1.00
leaderless,read,key84,50.00,404,false,0,-1.00
leaderless,write,key39,329.00,201,false,1775419659664637987,0.00
leaderless,read,key0,54.00,404,false,0,-1.00
leaderless,read,key0,55.00,404,false,0,-1.00
leaderless,read,key0,54.00,404,false,0,-1.00
leaderless,read,key0,54.00,404,false,0,-1.00
leaderless,read,key84,48.00,404,false,0,-1.00
leaderless,read,key0,55.00,404,false,0,-1.00
leaderless,read,key0,57.00,404,false,0,-1.00
leaderless,read,key0,54.00,404,false,0,-1.00
leaderless,read,key0,57.00,404,false,0,-1.00
leaderless,read,key0,58.00,404,false,0,-1.00
leaderless,read,key98,53.00,200,false,1775419656938203450,-1.00
leaderless,read,key98,52.00,200,false,1775419656938203450,-1.00
leaderless,read,key98,54.00,200,false,1775419656938203450,-1.00
leaderless,read,key98,54.00,200,false,1775419656938203450,-1.00
leaderless,read,key98,55.00,200,false,1775419656938203450,-1.00
leaderless,read,key0,58.00,404,false,0,-1.00
leaderless,read,key98,55.00,200,false,1775419656938203450,-1.00
leaderless,read,key98,56.00,200,false,1775419656938203450,-1.00
leaderless,read,key98,55.00,200,false,1775419656938203450,-1.00
leaderless,read,key98,57.00,200,false,1775419656938203450,-1.00
leaderless,read,key1,51.00,404,false,0,-1.00
leaderless,read,key1,51.00,404,false,0,-1.00
leaderless,read,key1,52.00,404,false,0,-1.00
leaderless,read,key1,54.00,404,false,0,-1.00
leaderless,read,key98,50.00,200,false,1775419656938203450,-1.00
leaderless,read,key1,53.00,404,false,0,-1.00
leaderless,read,key1,53.00,404,false,0,-1.00
leaderless,read,key1,55.00,404,false,0,-1.00
leaderless,read,key1,55.00,404,false,0,-1.00
leaderless,read,key1,54.00,404,false,0,-1.00
leaderless,read,key81,57.00,404,false,0,-1.00
leaderless,read,key81,57.00,404,false,0,-1.00
leaderless,read,key81,56.00,404,false,0,-1.00
leaderless,read,key81,56.00,404,false,0,-1.00
leaderless,read,key1,59.00,404,false,0,-1.00
leaderless,read,key81,58.00,404,false,0,-1.00
leaderless,read,key81,56.00,404,false,0,-1.00
leaderless,read,key81,60.00,404,false,0,-1.00
leaderless,read,key81,59.00,404,false,0,-1.00
leaderless,read,key81,56.00,404,false,0,-1.00
leaderless,read,key13,55.00,404,false,0,-1.00
leaderless,read,key13,55.00,404,false,0,-1.00
leaderless,read,key13,53.00,404,false,0,-1.00
leaderless,read,key13,55.00,404,false,0,-1.00
leaderless,read,key81,56.00,404,false,0,-1.00
leaderless,read,key13,56.00,404,false,0,-1.00
leaderless,read,key13,56.00,404,false,0,-1.00
leaderless,read,key13,57.00,404,false,0,-1.00
leaderless,read,key13,54.00,404,false,0,-1.00
leaderless,read,key13,56.00,404,false,0,-1.00
leaderless,read,key75,50.00,404,false,0,-1.00
leaderless,read,key75,50.00,404,false,0,-1.00
leaderless,read,key75,58.00,404,false,0,-1.00
leaderless,read,key75,58.00,404,false,0,-1.00
leaderless,read,key75,63.00,404,false,0,-1.00
leaderless,read,key13,65.00,404,false,0,-1.00
leaderless,read,key75,61.00,404,false,0,-1.00
leaderless,read,key75,59.00,404,false,0,-1.00
leaderless,read,key75,66.00,404,false,0,-1.00
leaderless,read,key75,69.00,404,false,0,-1.00
leaderless,read,key75,69.00,404,false,0,-1.00
leaderless,write,key40,309.00,201,false,1775419660333684776,0.00
leaderless,write,key40,309.00,201,false,1775419660335336080,0.00
leaderless,write,key40,305.00,201,false,1775419660345715839,0.00
leaderless,write,key40,310.00,201,false,1775419660352254577,0.00
leaderless,write,key40,311.00,201,false,1775419660368650617,0.00
leaderless,write,key40,317.00,201,false,1775419660373640795,0.00
leaderless,write,key40,314.00,201,false,1775419660374598778,0.00
leaderless,write,key40,319.00,201,false,1775419660384644441,0.00
leaderless,write,key40,317.00,201,false,1775419660385822419,0.00
leaderless,read,key42,53.00,404,false,0,-1.00
leaderless,read,key42,53.00,404,false,0,-1.00
leaderless,read,key42,53.00,404,false,0,-1.00
leaderless,read,key42,53.00,404,false,0,-1.00
leaderless,read,key42,55.00,404,false,0,-1.00
leaderless,read,key42,54.00,404,false,0,-1.00
leaderless,read,key42,54.00,404,false,0,-1.00
